"","SettlementPoint","Year","Month","Mean","Min","Max","SD","Volatility"
"1","HB_BUSAVG",2016,1,19.2093010752688,5.12,54.69,5.48521039009743,0.162600138768402
"2","HB_HOUSTON",2016,1,19.5657258064516,5.19,54.55,5.648747381729,0.166627691144379
"3","HB_HUBAVG",2016,1,19.2586962365591,5.13,54.53,5.51231683823601,0.163371800495399
"4","HB_NORTH",2016,1,19.1333064516129,5.09,55.56,5.46548200016404,0.161648724450723
"5","HB_SOUTH",2016,1,19.2100537634409,5.18,54.4,5.45822490456512,0.163099873906445
"6","HB_WEST",2016,1,19.1265591397849,4.84,55.96,5.55280807447687,0.163435384132828
"7","LZ_AEN",2016,1,19.3246639784946,5.35,55.02,5.49965795045457,0.162460211492101
"8","LZ_CPS",2016,1,19.3538440860215,5.28,56.19,5.54837963395335,0.163388320405959
"9","LZ_HOUSTON",2016,1,19.563938172043,5.19,54.94,5.6546752606172,0.166564007282366
"10","LZ_LCRA",2016,1,19.3174596774194,5.47,55.4,5.49798011347042,0.162578648669104
"11","LZ_NORTH",2016,1,19.187997311828,5.08,56.21,5.53281583201071,0.162193555751902
"12","LZ_RAYBN",2016,1,19.4479435483871,5.08,57.38,5.87173439536646,0.163550079343348
"13","LZ_SOUTH",2016,1,19.4817204301075,5.06,58.16,5.7107206445197,0.165176360296305
"14","LZ_WEST",2016,1,19.5192607526882,4.47,56.26,5.9723670202228,0.167717548311407
"15","HB_BUSAVG",2016,2,15.2882471264368,1.79,50.98,5.77717217692724,0.222526372219657
"16","HB_HOUSTON",2016,2,15.4645402298851,2.1,50.75,5.81165606889529,0.220844867149513
"17","HB_HUBAVG",2016,2,15.2692528735632,1.52,50.9,5.81259253336965,0.226253909005208
"18","HB_NORTH",2016,2,15.292658045977,2,51.26,5.74195344177428,0.219466938278411
"19","HB_SOUTH",2016,2,15.333591954023,2.02,50.25,5.7663100204519,0.221193790069236
"20","HB_WEST",2016,2,14.9886637931034,-0.61,51.36,6.01730454932441,0.278258546003897
"21","LZ_AEN",2016,2,15.4482902298851,2.24,51.51,5.74245149381437,0.216371361195192
"22","LZ_CPS",2016,2,15.5200143678161,2.16,52.06,5.80693657395136,0.21742745085175
"23","LZ_HOUSTON",2016,2,15.4879885057471,2.1,50.75,5.82098903607807,0.220774052064871
"24","LZ_LCRA",2016,2,15.4885488505747,2.37,51.55,5.73298029570934,0.214748652522242
"25","LZ_NORTH",2016,2,15.4622126436782,2.28,51.39,5.72711950556094,0.216225311468366
"26","LZ_RAYBN",2016,2,15.4004310344828,2.32,53.35,5.7534661271109,0.214968253868597
"27","LZ_SOUTH",2016,2,15.9358620689655,1.59,52.27,6.3290566520366,0.225691106387347
"28","LZ_WEST",2016,2,15.0444827586207,-0.86,51.61,6.09731232378685,NA
"29","HB_BUSAVG",2016,3,16.7556258411844,1.22,64.31,7.36849687553914,0.21265702856513
"30","HB_HOUSTON",2016,3,17.1249528936743,1.36,72.32,7.70473596551609,0.212203877381837
"31","HB_HUBAVG",2016,3,16.6543472409152,1.05,65.81,7.42626085008418,0.215301685813205
"32","HB_NORTH",2016,3,16.8593674293405,1.46,60.79,7.2599443467133,0.209815782183444
"33","HB_SOUTH",2016,3,16.7631090174966,1,69.59,7.56257022138164,0.216452866955529
"34","HB_WEST",2016,3,15.871668909825,0.38,60.57,7.38101028616065,0.237672123159118
"35","LZ_AEN",2016,3,16.8550740242261,1.32,65.27,7.36040783278097,0.212243184569102
"36","LZ_CPS",2016,3,16.8981830417227,1.31,68.18,7.47878001199382,0.212362864855739
"37","LZ_HOUSTON",2016,3,17.2067294751009,1.35,73.24,7.80524622733359,0.212361126381609
"38","LZ_LCRA",2016,3,16.7962987886945,1.34,66.31,7.39886218411316,0.212269957227744
"39","LZ_NORTH",2016,3,17.4615074024226,1.48,62.31,7.4469997134928,0.21133744557636
"40","LZ_RAYBN",2016,3,17.1172409152086,1.86,61.55,7.32729121538711,0.206401285306863
"41","LZ_SOUTH",2016,3,19.5211440107672,0.56,100,12.3250235850247,0.233364287277471
"42","LZ_WEST",2016,3,16.0026514131898,0.46,60.97,7.44747469607476,0.233296765734141
"43","HB_BUSAVG",2016,4,18.2893472222222,1.18,93.09,9.50614273208801,0.22877198810194
"44","HB_HOUSTON",2016,4,18.9409583333333,1.26,99,10.26543554616,0.230417730127219
"45","HB_HUBAVG",2016,4,18.1668611111111,1.07,94.38,9.5742841350331,0.232100023240519
"46","HB_NORTH",2016,4,18.3506666666667,1.3,90.11,9.31411720180484,0.225823779791418
"47","HB_SOUTH",2016,4,18.5129027777778,1.17,99,9.96218928475032,0.231212639419799
"48","HB_WEST",2016,4,16.86275,-0.05,90.43,9.27089362704318,0.295144602428343
"49","LZ_AEN",2016,4,18.2560694444444,1.17,88.34,9.34557403642361,0.228690775215969
"50","LZ_CPS",2016,4,19.0693611111111,1.14,114.4,11.0938829206038,0.231920460898308
"51","LZ_HOUSTON",2016,4,19.1289305555556,1.26,106.23,10.7659090467531,0.23171604335841
"52","LZ_LCRA",2016,4,18.3927083333333,1.15,92.5,9.68222846298248,0.229687344942899
"53","LZ_NORTH",2016,4,19.0876388888889,1.57,90.61,9.79312544396382,0.221915412905589
"54","LZ_RAYBN",2016,4,18.8553611111111,1.45,90.56,9.70604420796923,0.223075848443656
"55","LZ_SOUTH",2016,4,20.738,1.04,120,13.178488937716,0.245732080700842
"56","LZ_WEST",2016,4,17.1536666666667,0.33,91.7,9.37929180538246,0.260033428550519
"57","HB_BUSAVG",2016,5,18.1595833333333,3.03,73.61,8.01722081337637,0.172573850681685
"58","HB_HOUSTON",2016,5,19.1740860215054,3.04,73.62,9.38017837807119,0.180201684684242
"59","HB_HUBAVG",2016,5,18.247002688172,2.64,73.06,8.214961649766,0.176095579596213
"60","HB_NORTH",2016,5,17.9056317204301,3.55,74.68,7.66682611970472,0.168743442169881
"61","HB_SOUTH",2016,5,18.5704569892473,2.77,71.92,8.66136832558022,0.178812360575052
"62","HB_WEST",2016,5,17.3376747311828,1.06,71.97,7.64855069244267,0.195227449868064
"63","LZ_AEN",2016,5,18.1249059139785,2.8,76.57,7.97765980600632,0.173846943368848
"64","LZ_CPS",2016,5,18.4798655913979,2.77,72.34,8.10097509928891,0.173258830353715
"65","LZ_HOUSTON",2016,5,19.9039919354839,3.03,76.88,10.6398559252604,0.189205019809086
"66","LZ_LCRA",2016,5,18.1827822580645,2.78,73.75,8.00522745939277,0.173186496399829
"67","LZ_NORTH",2016,5,18.1828897849462,4.18,76.8,7.86262678641513,0.166507020532713
"68","LZ_RAYBN",2016,5,18.3209946236559,4.31,75.95,7.88706517819774,0.16439789997006
"69","LZ_SOUTH",2016,5,20.691747311828,2.76,100,12.251857833054,0.196510173679416
"70","LZ_WEST",2016,5,17.7375268817204,1.43,73.98,8.08538079313127,0.190227038339058
"71","HB_BUSAVG",2016,6,23.9098194444444,4.02,110.72,11.3054362885862,0.147429578960215
"72","HB_HOUSTON",2016,6,26.2557361111111,4.31,141,15.3243472685475,0.16400868803198
"73","HB_HUBAVG",2016,6,24.2978472222222,4.15,115.88,11.8617347261588,0.149288612697168
"74","HB_NORTH",2016,6,23.1580555555556,3.64,101,10.3784402797081,0.145708671942049
"75","HB_SOUTH",2016,6,24.645375,4.93,119.5,11.9845162564412,0.152975842530274
"76","HB_WEST",2016,6,23.1419305555556,3.73,102.08,10.2866374977672,0.14498179292891
"77","LZ_AEN",2016,6,24.2375138888889,8.23,110.8,11.5832864612424,0.141316891059992
"78","LZ_CPS",2016,6,24.9580694444444,5.22,109.62,11.2062742345743,0.14894065352208
"79","LZ_HOUSTON",2016,6,29.9150833333333,4.32,174.68,22.4801093782141,0.196981800504329
"80","LZ_LCRA",2016,6,24.1644166666667,4.64,109.44,11.1212005407382,0.146183130150291
"81","LZ_NORTH",2016,6,23.5626805555556,3.64,104.06,11.0626015047811,0.148882596216215
"82","LZ_RAYBN",2016,6,23.3159444444444,3.65,100.54,10.5734168832321,0.147189851744668
"83","LZ_SOUTH",2016,6,27.4716527777778,4.94,141.69,15.8318152125764,0.178782940969557
"84","LZ_WEST",2016,6,23.4887638888889,3.76,107.61,10.7837908161733,0.145741174031603
"85","HB_BUSAVG",2016,7,27.1874731182796,7.61,99.29,12.4060658354998,0.154530762592675
"86","HB_HOUSTON",2016,7,29.5389247311828,10.08,101.38,14.9788766808968,0.159561801337147
"87","HB_HUBAVG",2016,7,27.4592069892473,5.86,99.3,12.7937370819622,0.157828082673881
"88","HB_NORTH",2016,7,26.8007930107527,9.02,98.94,11.6672873275213,0.150424199942087
"89","HB_SOUTH",2016,7,26.9602553763441,-27.74,100.15,14.2239264545327,NA
"90","HB_WEST",2016,7,26.543561827957,9.03,96.73,11.5483326572158,0.150909097889392
"91","LZ_AEN",2016,7,27.9761021505376,9.29,98.6,12.6131217909728,0.149608743705624
"92","LZ_CPS",2016,7,27.9679569892473,9.4,97.14,12.7277573592203,0.151670347805997
"93","LZ_HOUSTON",2016,7,29.9118682795699,10.06,106.26,15.6554964269942,0.163080544815439
"94","LZ_LCRA",2016,7,27.5922177419355,9.31,99.41,12.6747358549027,0.150731830971539
"95","LZ_NORTH",2016,7,27.4157795698925,9.05,101.55,12.3391229528721,0.152116598801672
"96","LZ_RAYBN",2016,7,27.4710752688172,9.03,101.88,12.3830516169601,0.15335157986897
"97","LZ_SOUTH",2016,7,28.8895833333333,9.49,106.32,13.878802914915,0.152709712422919
"98","LZ_WEST",2016,7,27.1787903225806,9.05,115.9,12.8880300298451,0.152963611525782
"99","HB_BUSAVG",2016,8,30.5671370967742,13.39,230.02,27.1515580878446,0.185654778388856
"100","HB_HOUSTON",2016,8,32.9725403225806,13.49,269.69,33.1217818751932,0.197419663202152
"101","HB_HUBAVG",2016,8,30.9485349462366,13.39,232.88,28.0672077499525,0.18716024879886
"102","HB_NORTH",2016,8,29.8283870967742,13.37,223.94,25.4272238689239,0.18402208171324
"103","HB_SOUTH",2016,8,31.2079704301075,13.44,237.08,28.7069926586509,0.187679965003432
"104","HB_WEST",2016,8,29.7867338709677,13.26,224.54,25.3741682892373,0.184576873157908
"105","LZ_AEN",2016,8,30.6995161290323,13.61,235.36,26.8272988670702,0.18389275207028
"106","LZ_CPS",2016,8,31.3065725806452,13.43,235.47,28.0757271810196,0.187284134678747
"107","LZ_HOUSTON",2016,8,33.5635483870968,13.49,285,34.7563386442228,0.201722669133234
"108","LZ_LCRA",2016,8,31.1755779569892,13.43,237.06,28.9827261161621,0.189769711232308
"109","LZ_NORTH",2016,8,30.1485752688172,13.37,227.06,26.1043038609921,0.18383762301061
"110","LZ_RAYBN",2016,8,30.1497580645161,13.37,226.86,26.1100158831145,0.184590548325956
"111","LZ_SOUTH",2016,8,31.8233064516129,13.43,240.28,29.3992076157428,0.188873324839313
"112","LZ_WEST",2016,8,30.010564516129,13.37,226.91,25.7638117034296,0.18413309704326
"113","HB_BUSAVG",2016,9,26.86175,10.89,202.4,14.9042981728905,0.138079811443057
"114","HB_HOUSTON",2016,9,28.7424166666667,11.49,211.23,16.8210396432596,0.149326209260865
"115","HB_HUBAVG",2016,9,27.1881388888889,10.99,203.88,15.164137746107,0.139259463432207
"116","HB_NORTH",2016,9,26.2491805555556,10.7,200,14.5256271551724,0.137275369398961
"117","HB_SOUTH",2016,9,27.4055694444444,11.08,203.25,15.0530597468435,0.139281118914552
"118","HB_WEST",2016,9,26.35425,10.68,201.03,14.581646674594,0.136687658648949
"119","LZ_AEN",2016,9,26.7108611111111,11.13,200.12,14.4653154138583,0.136978747273149
"120","LZ_CPS",2016,9,28.13025,11,204.18,15.5345950935915,0.140912617705454
"121","LZ_HOUSTON",2016,9,29.0326805555556,11.48,214.55,17.389979398669,0.152130033419195
"122","LZ_LCRA",2016,9,27.0399444444444,11,199.29,15.735525242462,0.142728048883863
"123","LZ_NORTH",2016,9,26.6058611111111,10.73,201.47,14.9016661316599,0.139600786415829
"124","LZ_RAYBN",2016,9,26.4702638888889,10.72,200.59,14.8183305482179,0.139369574704601
"125","LZ_SOUTH",2016,9,28.7620138888889,11.16,206.79,16.3239617377286,0.147062813099975
"126","LZ_WEST",2016,9,26.7676666666667,10.69,204.46,15.1812011377002,0.138349281715729
"127","HB_BUSAVG",2016,10,25.2048387096774,2.92,274.77,16.3271195998824,0.18920705028007
"128","HB_HOUSTON",2016,10,28.2495564516129,4,284.79,18.9508199289809,0.197485849632584
"129","HB_HUBAVG",2016,10,25.7690591397849,2.96,277.51,16.8169645784579,0.190381954198155
"130","HB_NORTH",2016,10,24.0052553763441,2.71,269.05,15.3903325283028,0.190185333884039
"131","HB_SOUTH",2016,10,26.6896639784946,3.43,282.46,17.6715677235744,0.190599424074833
"132","HB_WEST",2016,10,24.113938172043,1.58,273.75,15.8058191816038,0.198868509207135
"133","LZ_AEN",2016,10,25.6229032258064,3.29,274.56,16.0997095736757,0.1849647331558
"134","LZ_CPS",2016,10,26.2502956989247,3.38,280.2,16.8289438285208,0.187350730162289
"135","LZ_HOUSTON",2016,10,28.5458198924731,3.98,287.59,19.4947350762444,0.198740169620344
"136","LZ_LCRA",2016,10,26.0684408602151,3.33,281.6,16.9847750837395,0.188671027179809
"137","LZ_NORTH",2016,10,24.5326612903226,2.85,273.64,16.0341061428127,0.190367219141502
"138","LZ_RAYBN",2016,10,24.4525134408602,3.14,274.16,15.9687353184722,0.188344296253241
"139","LZ_SOUTH",2016,10,30.0310349462366,3.68,290.71,24.1143929060267,0.206922775102894
"140","LZ_WEST",2016,10,25.1822580645161,1.5,285.76,17.1385196245533,0.198532494565413
"141","HB_BUSAVG",2016,11,19.2449027777778,2.3,48.65,6.37815155328799,0.186752762439893
"142","HB_HOUSTON",2016,11,20.3659305555556,3.05,51.61,7.43123449654213,0.19181112824692
"143","HB_HUBAVG",2016,11,19.4893055555556,2.37,49.27,6.54453612287905,0.187117886330408
"144","HB_NORTH",2016,11,18.6648888888889,1.92,47.62,6.10173153006314,0.189757462046664
"145","HB_SOUTH",2016,11,20.1488333333333,3.2,49.27,6.91830039946562,0.183474887694729
"146","HB_WEST",2016,11,18.7784166666667,0.8,48.69,6.29659594051488,0.202333169313366
"147","LZ_AEN",2016,11,19.6400416666667,3.74,48.6,6.21065244185159,0.178857665436585
"148","LZ_CPS",2016,11,21.7146666666667,2.87,59.5,8.84842465097004,0.19393704841751
"149","LZ_HOUSTON",2016,11,20.4376805555556,3.06,54.65,7.57188087657743,0.191981839689711
"150","LZ_LCRA",2016,11,19.5416805555556,2.88,48.94,6.45658860335281,0.18458582480131
"151","LZ_NORTH",2016,11,18.8305138888889,2,50.24,6.25094070359959,0.189910014209233
"152","LZ_RAYBN",2016,11,18.8753194444444,2.9,47.33,6.18233430653709,0.187076674714546
"153","LZ_SOUTH",2016,11,20.6333888888889,2.81,59.68,7.70728590966622,0.187521263594693
"154","LZ_WEST",2016,11,19.3431388888889,0.97,60.38,7.03539077623164,0.199309657200358
"155","HB_BUSAVG",2016,12,25.3183064516129,2.72,139.42,11.1053032973992,0.205362594103909
"156","HB_HOUSTON",2016,12,25.7276612903226,2.92,142.55,11.3232046153001,0.206815341760682
"157","HB_HUBAVG",2016,12,25.3625940860215,2.34,139.98,11.1980974454412,0.207703134398191
"158","HB_NORTH",2016,12,25.1490456989247,3.17,138.12,10.9417415665583,0.204157400565545
"159","HB_SOUTH",2016,12,25.7089919354839,2.72,141.49,11.367082161044,0.206526191475459
"160","HB_WEST",2016,12,24.8626612903226,0.26,137.73,11.2972559663683,0.234003888938179
"161","LZ_AEN",2016,12,25.8701747311828,3.21,136.8,11.4522609495994,0.205260877981336
"162","LZ_CPS",2016,12,26.5964247311828,2.69,142.19,12.326364520863,0.209460166702797
"163","LZ_HOUSTON",2016,12,25.7368413978495,2.91,143.23,11.3490512868146,0.206800472702842
"164","LZ_LCRA",2016,12,25.487876344086,2.58,142.23,11.374799922493,0.207528624976525
"165","LZ_NORTH",2016,12,25.28625,3.43,140.29,11.0707454413203,0.204708164681277
"166","LZ_RAYBN",2016,12,25.3195564516129,4.44,138.15,10.8486621384072,0.200406551588196
"167","LZ_SOUTH",2016,12,26.3268413978495,2.59,148.13,12.1815736273855,0.208562558181044
"168","LZ_WEST",2016,12,25.1658198924731,0.37,139.73,11.6541952023332,0.230387772413283
"169","HB_BUSAVG",2017,1,23.2527822580645,1.94,96.28,7.47161270549379,0.19586681247656
"170","HB_HOUSTON",2017,1,24.7818548387097,3.03,96.21,7.90435241709767,0.194350974421378
"171","HB_HUBAVG",2017,1,23.3255510752688,1.84,96.27,7.57770989013724,0.200314736639539
"172","HB_NORTH",2017,1,22.9918548387097,2.02,96.37,7.40032972241333,0.192684441501683
"173","HB_SOUTH",2017,1,23.624811827957,1.89,96.01,7.57572420780704,0.198483353925885
"174","HB_WEST",2017,1,21.9017204301075,-0.4,96.47,8.32926136477326,0.324048844742558
"175","LZ_AEN",2017,1,23.4044758064516,1.92,95.99,7.53980985829744,0.198420918511233
"176","LZ_CPS",2017,1,23.7725672043011,1.99,102.73,8.26379536642796,0.207226575159945
"177","LZ_HOUSTON",2017,1,24.8273655913979,3,96.36,7.94697608221884,0.194598781626816
"178","LZ_LCRA",2017,1,23.4362768817204,1.9,97.26,7.60607412817461,0.199076736117757
"179","LZ_NORTH",2017,1,23.6030241935484,2.91,96.68,7.53631169322917,0.190572108787978
"180","LZ_RAYBN",2017,1,23.3901075268817,2.43,96.42,7.17445520757044,0.185237630959755
"181","LZ_SOUTH",2017,1,25.1554838709677,1.85,142.48,10.7794063057254,0.199590431684344
"182","LZ_WEST",2017,1,23.2313709677419,0.47,97.97,9.29683529140691,0.264778158942505
"183","HB_BUSAVG",2017,2,20.1178273809524,3.56,52.7,6.53827853351192,0.18540494893902
"184","HB_HOUSTON",2017,2,23.2657142857143,4.52,58.68,8.61231960434737,0.187515311582838
"185","HB_HUBAVG",2017,2,20.3521279761905,2.34,53.19,7.06681578441384,0.197541225938163
"186","HB_NORTH",2017,2,19.4481994047619,4.77,51.8,5.93439319016184,0.177538573506116
"187","HB_SOUTH",2017,2,21.0793601190476,3.29,53.41,7.13470534116808,0.190519237860894
"188","HB_WEST",2017,2,17.616681547619,-4.3,52.13,8.35360759853845,NA
"189","LZ_AEN",2017,2,20.6053273809524,3.45,52.96,6.75811812181465,0.187235805389601
"190","LZ_CPS",2017,2,20.9194791666667,3.01,53.54,7.09020120176659,0.192290984356895
"191","LZ_HOUSTON",2017,2,23.5172172619048,4.52,60.22,8.84938736723507,0.188121472346464
"192","LZ_LCRA",2017,2,20.660818452381,3.1,53.1,6.89761444429398,0.190774865795927
"193","LZ_NORTH",2017,2,19.5500148809524,4.39,51.83,6.02365324038776,0.180938792813418
"194","LZ_RAYBN",2017,2,20.3691517857143,5.62,51.8,5.3583492821099,0.166424212947618
"195","LZ_SOUTH",2017,2,21.7936904761905,3.22,54.63,7.83115778552108,0.193583394240825
"196","LZ_WEST",2017,2,18.4770535714286,-3.67,72.56,9.10421000910146,0.413054139134101
"197","HB_BUSAVG",2017,3,22.5698923283984,4.92,78.44,7.98859598155929,0.148056880546675
"198","HB_HOUSTON",2017,3,28.2132974427995,6.85,144.16,14.1239505261565,0.157558486467104
"199","HB_HUBAVG",2017,3,23.2332301480485,4.36,87.72,8.87079453890928,0.152552552679248
"200","HB_NORTH",2017,3,21.2277792732167,5.46,63.71,6.777892002263,0.148499062443973
"201","HB_SOUTH",2017,3,23.6807537012113,5.02,78.22,8.66664899612327,0.149140496677963
"202","HB_WEST",2017,3,19.8135935397039,-0.05,64.77,8.28585540981155,0.289800514760653
"203","LZ_AEN",2017,3,22.9970121130552,4.9,67.99,7.93214553821825,0.146817318986331
"204","LZ_CPS",2017,3,23.8615477792732,5.34,81.08,8.77160423540678,0.149128257258751
"205","LZ_HOUSTON",2017,3,28.7420053835801,6.81,152.46,15.0871726237538,0.159231102695593
"206","LZ_LCRA",2017,3,23.437133243607,5.15,69.81,8.22848179557564,0.149568599239219
"207","LZ_NORTH",2017,3,21.8394078061911,5.34,64.71,7.06779014970849,0.152504637639832
"208","LZ_RAYBN",2017,3,21.9071601615074,6.77,64.19,6.54995060864289,0.141610217664619
"209","LZ_SOUTH",2017,3,26.5282099596232,4.69,94.55,10.8971968451773,0.156941156730062
"210","LZ_WEST",2017,3,20.251197846568,0.09,65.3,8.4654751224255,0.265110674438437
"211","HB_BUSAVG",2017,4,23.7050833333333,8.37,81.08,7.76848214742277,0.139806295512605
"212","HB_HOUSTON",2017,4,32.2957361111111,10.77,142.25,15.7042059694827,0.163746470863505
"213","HB_HUBAVG",2017,4,24.8304861111111,8.6,91.68,8.9386206421633,0.145278890251388
"214","HB_NORTH",2017,4,21.4105555555556,7.16,61.79,6.24491784224871,0.14143133865139
"215","HB_SOUTH",2017,4,25.6094027777778,8.88,94.72,9.02966094016214,0.141540644149566
"216","HB_WEST",2017,4,19.9960972222222,-0.95,67.92,8.1154853208737,0.294806850304164
"217","LZ_AEN",2017,4,24.1180833333333,8.94,85.65,8.00866968988415,0.139564600000141
"218","LZ_CPS",2017,4,25.3379027777778,9.76,94.38,8.85649981983204,0.141148397070653
"219","LZ_HOUSTON",2017,4,32.9670694444444,10.74,147.81,16.9912658622063,0.166610211261747
"220","LZ_LCRA",2017,4,24.4774166666667,8.91,88.04,8.46854108049249,0.140792246370729
"221","LZ_NORTH",2017,4,21.9758055555556,7.13,62.41,6.61766449404479,0.143478944119554
"222","LZ_RAYBN",2017,4,22.2134305555556,8.2,61.88,5.86258102085139,0.135459951474407
"223","LZ_SOUTH",2017,4,28.5498888888889,10.5,119.88,12.7356717598797,0.148160369363714
"224","LZ_WEST",2017,4,20.3885694444444,0.1,69.22,8.18040263320493,0.247701519989379
"225","HB_BUSAVG",2017,5,25.0873521505376,4.66,65.3,7.95269148542581,0.145426511676263
"226","HB_HOUSTON",2017,5,31.5331720430108,5,105.17,14.6421101227892,0.182429088483026
"227","HB_HUBAVG",2017,5,25.9050268817204,4.18,65.97,8.7939124453329,0.154247281742055
"228","HB_NORTH",2017,5,23.4199193548387,5.2,62.98,6.72261673512459,0.137676324492965
"229","HB_SOUTH",2017,5,26.4950134408602,4.73,68.65,9.19225198931587,0.153765675757693
"230","HB_WEST",2017,5,22.1666129032258,1.2,53.75,6.96057076995085,0.191816425055737
"231","LZ_AEN",2017,5,25.2938440860215,4.9,66.94,8.17394024114644,0.148716932603769
"232","LZ_CPS",2017,5,26.5370295698925,4.61,69.09,9.17443581869307,0.152299656092645
"233","LZ_HOUSTON",2017,5,32.3626478494624,4.99,109.86,15.906692890509,0.187389531832201
"234","LZ_LCRA",2017,5,25.6379569892473,4.45,67.39,8.6548217366332,0.152725005280365
"235","LZ_NORTH",2017,5,24.5575134408602,5.22,72.98,8.00194790382562,0.14266948146704
"236","LZ_RAYBN",2017,5,24.0013306451613,6.21,62.63,6.85009598842878,0.133829060754203
"237","LZ_SOUTH",2017,5,29.9797311827957,5.34,94.72,12.9862610155184,0.166723170494274
"238","LZ_WEST",2017,5,22.8677956989247,1.38,57.71,7.55318518507493,0.188592349215611
"239","HB_BUSAVG",2017,6,27.6691527777778,15.22,82.18,11.1148011670736,0.131541854846926
"240","HB_HOUSTON",2017,6,33.1683472222222,15.44,133.78,18.6020492363142,0.167667627821335
"241","HB_HUBAVG",2017,6,28.5138472222222,14.64,88.26,12.2151490251575,0.137431190806348
"242","HB_NORTH",2017,6,25.8905694444444,15.33,70.82,9.04812314784938,0.12416063636482
